,Tag1,Tag2,Tag3,Tag4,Tag5
2012-07-22 18:15:49.671000,Off,Tag not found,0,0,-943.271911621
2012-07-22 18:16:49.671000,Off,Tag not found,0,0,-943.283508301
2012-07-22 18:17:49.671000,Off,Tag not found,0,0,-943.29510498
2012-07-22 18:18:49.671000,Off,Tag not found,0,0,-943.30670166
2012-07-22 18:19:49.671000,Off,Tag not found,0,0,-943.31829834
2012-07-22 18:20:49.671000,Off,Tag not found,0,0,-943.329956055
2012-07-22 18:21:49.671000,Off,Tag not found,0,0,-943.341552734
2012-07-22 18:22:49.671000,Off,Tag not found,0,0,-943.353149414
2012-07-22 18:23:49.671000,Off,Tag not found,0,0,-943.364746094
2012-07-22 18:24:49.671000,Off,Tag not found,0,0,-943.376342773
2012-07-22 18:25:49.671000,Off,Tag not found,0,0,-943.387939453
2012-07-22 18:26:49.671000,Off,Tag not found,0,0,-943.399536133
2012-07-22 18:27:49.671000,Off,Tag not found,0,0,-943.411132812
2012-07-22 18:28:49.671000,Off,Tag not found,0,0,-943.422729492
2012-07-22 18:29:49.671000,Off,Tag not found,0,0,-943.434326172
2012-07-22 18:30:49.671000,Off,Tag not found,0,0,-943.445983887
2012-07-22 18:31:49.671000,Off,Tag not found,0,0,-943.457580566
2012-07-22 18:32:49.671000,Off,Tag not found,0,0,-943.469177246
2012-07-22 18:33:49.671000,Off,Tag not found,0,0,-943.480773926
2012-07-22 18:34:49.671000,Off,Tag not found,0,0,-943.492370605
2012-07-22 18:35:49.671000,Off,Tag not found,0,0,-943.503967285
2012-07-22 18:36:49.671000,Off,Tag not found,0,0,-943.515563965
2012-07-22 18:37:49.671000,Off,Tag not found,0,0,-943.527160645
2012-07-22 18:38:49.671000,Off,Tag not found,0,0,-943.538757324
2012-07-22 18:39:49.671000,Off,Tag not found,0,0,-943.550354004
2012-07-22 18:40:49.671000,Off,Tag not found,0,0,-943.562011719
2012-07-22 18:41:49.671000,Off,Tag not found,0,0,-943.573608398
2012-07-22 18:42:49.671000,Off,Tag not found,0,0,-943.585205078
2012-07-22 18:43:49.671000,Off,Tag not found,0,0,-943.596801758
2012-07-22 18:44:49.671000,Off,Tag not found,0,0,-943.608398438
2012-07-22 18:45:49.671000,Off,Tag not found,0,0,-943.619995117
2012-07-22 18:46:49.671000,Off,Tag not found,0,0,-943.631591797
2012-07-22 18:47:49.671000,Off,Tag not found,0,0,-943.643188477
2012-07-22 18:48:49.671000,Off,Tag not found,0,0,-943.654785156
2012-07-22 18:49:49.671000,Off,Tag not found,0,0,-943.666381836
2012-07-22 18:50:49.671000,Off,Tag not found,0,0,-943.678039551
2012-07-22 18:51:49.671000,Off,Tag not found,0,0,-943.68963623
2012-07-22 18:52:49.671000,Off,Tag not found,0,0,-943.70123291
2012-07-22 18:53:49.671000,Off,Tag not found,0,0,-943.71282959
2012-07-22 18:54:49.671000,Off,Tag not found,0,0,-943.72442627
2012-07-22 18:55:49.671000,Off,Tag not found,0,0,-943.736022949
2012-07-22 18:56:49.671000,Off,Tag not found,0,0,-943.747619629
2012-07-22 18:57:49.671000,Off,Tag not found,0,0,-943.759216309
2012-07-22 18:58:49.671000,Off,Tag not found,0,0,-943.770812988
2012-07-22 18:59:49.671000,Off,Tag not found,0,0,-943.782409668
2012-07-22 19:00:49.671000,Off,Tag not found,0,0,-943.794067383
2012-07-22 19:01:49.671000,Off,Tag not found,0,0,-943.805664062
2012-07-22 19:02:49.671000,Off,Tag not found,0,0,-943.817260742
2012-07-22 19:03:49.671000,Off,Tag not found,0,0,-943.828857422
2012-07-22 19:04:49.671000,Off,Tag not found,0,0,-943.840454102
2012-07-22 19:05:49.671000,Off,Tag not found,0,0,-943.852050781
2012-07-22 19:06:49.671000,Off,Tag not found,0,0,-943.863647461
2012-07-22 19:07:49.671000,Off,Tag not found,0,0,-943.875244141
2012-07-22 19:08:49.671000,Off,Tag not found,0,0,-943.88684082
2012-07-22 19:09:49.671000,Off,Tag not found,0,0,-943.8984375
2012-07-22 19:10:49.671000,Off,Tag not found,0,0,-943.910095215
2012-07-22 19:11:49.671000,Off,Tag not found,0,0,-943.921691895
2012-07-22 19:12:49.671000,Off,Tag not found,0,0,-943.933288574
2012-07-22 19:13:49.671000,Off,Tag not found,0,0,-943.944885254
2012-07-22 19:14:49.671000,Off,Tag not found,0,0,-943.956481934
2012-07-22 19:15:49.671000,Off,Tag not found,0,0,-943.968078613
2012-07-22 19:16:49.671000,Off,Tag not found,0,0,-943.979675293
2012-07-22 19:17:49.671000,Off,Tag not found,0,0,-943.991271973
2012-07-22 19:18:49.671000,Off,Tag not found,0,0,-944.002868652
2012-07-22 19:19:49.671000,Off,Tag not found,0,0,-944.014465332
2012-07-22 19:20:49.671000,Off,Tag not found,0,0,-944.026123047
2012-07-22 19:21:49.671000,Off,Tag not found,0,0,-944.037719727
2012-07-22 19:22:49.671000,Off,Tag not found,0,0,-944.049316406
2012-07-22 19:23:49.671000,Off,Tag not found,0,0,-944.060913086
2012-07-22 19:24:49.671000,Off,Tag not found,0,0,-944.072509766
2012-07-22 19:25:49.671000,Off,Tag not found,0,0,-944.084106445
2012-07-22 19:26:49.671000,Off,Tag not found,0,0,-944.095703125
2012-07-22 19:27:49.671000,Off,Tag not found,0,0,-944.107299805
2012-07-22 19:28:49.671000,Off,Tag not found,0,0,-944.118896484
2012-07-22 19:29:49.671000,Off,Tag not found,0,0,-944.130554199
2012-07-22 19:30:49.671000,Off,Tag not found,0,0,-944.142150879
2012-07-22 19:31:49.671000,Off,Tag not found,0,0,-944.153747559
2012-07-22 19:32:49.671000,Off,Tag not found,0,0,-944.165344238
2012-07-22 19:33:49.671000,Off,Tag not found,0,0,-944.176940918
2012-07-22 19:34:49.671000,Off,Tag not found,0,0,-944.188537598
2012-07-22 19:35:49.671000,Off,Tag not found,0,0,-944.200134277
2012-07-22 19:36:49.671000,Off,Tag not found,0,0,-944.211730957
2012-07-22 19:37:49.671000,Off,Tag not found,0,0,-944.223327637
2012-07-22 19:38:49.671000,Off,Tag not found,0,0,-944.234924316
2012-07-22 19:39:49.671000,Off,Tag not found,0,0,-944.246582031
2012-07-22 19:40:49.671000,Off,Tag not found,0,0,-944.258178711
2012-07-22 19:41:49.671000,Off,Tag not found,0,0,-944.269775391
2012-07-22 19:42:49.671000,Off,Tag not found,0,0,-944.28137207
2012-07-22 19:43:49.671000,Off,Tag not found,0,0,-944.29296875
2012-07-22 19:44:49.671000,Off,Tag not found,0,0,-944.30456543
2012-07-22 19:45:49.671000,Off,Tag not found,0,0,-944.316162109
2012-07-22 19:46:49.671000,Off,Tag not found,0,0,-944.327758789
2012-07-22 19:47:49.671000,Off,Tag not found,0,0,-944.339355469
2012-07-22 19:48:49.671000,Off,Tag not found,0,0,-944.350952148
2012-07-22 19:49:49.671000,Off,Tag not found,0,0,-944.362609863
2012-07-22 19:50:49.671000,Off,Tag not found,0,0,-944.374206543
2012-07-22 19:51:49.671000,Off,Tag not found,0,0,-944.385803223
2012-07-22 19:52:49.671000,Off,Tag not found,0,0,-944.397399902
2012-07-22 19:53:49.671000,Off,Tag not found,0,0,-944.408996582
2012-07-22 19:54:49.671000,Off,Tag not found,0,0,-944.420593262
2012-07-22 19:55:49.671000,Off,Tag not found,0,0,-944.432189941
2012-07-22 19:56:49.671000,Off,Tag not found,0,0,-944.443786621
2012-07-22 19:57:49.671000,Off,Tag not found,0,0,-944.455383301
2012-07-22 19:58:49.671000,Off,Tag not found,0,0,-944.46697998
2012-07-22 19:59:49.671000,Off,Tag not found,0,0,-944.478637695
2012-07-22 20:00:49.671000,Off,Tag not found,0,0,-944.490234375
2012-07-22 20:01:49.671000,Off,Tag not found,0,0,-944.501831055
2012-07-22 20:02:49.671000,Off,Tag not found,0,0,-944.513427734
2012-07-22 20:03:49.671000,Off,Tag not found,0,0,-944.525024414
2012-07-22 20:04:49.671000,Off,Tag not found,0,0,-944.536621094
2012-07-22 20:05:49.671000,Off,Tag not found,0,0,-944.548217773
2012-07-22 20:06:49.671000,Off,Tag not found,0,0,-944.559814453
2012-07-22 20:07:49.671000,Off,Tag not found,0,0,-944.571411133
2012-07-22 20:08:49.671000,Off,Tag not found,0,0,-944.583007812
2012-07-22 20:09:49.671000,Off,Tag not found,0,0,-944.594665527
2012-07-22 20:10:49.671000,Off,Tag not found,0,0,-944.606262207
2012-07-22 20:11:49.671000,Off,Tag not found,0,0,-944.617858887
2012-07-22 20:12:49.671000,Off,Tag not found,0,0,-944.629455566
2012-07-22 20:13:49.671000,Off,Tag not found,0,0,-944.641052246
2012-07-22 20:14:49.671000,Off,Tag not found,0,0,-944.652648926
2012-07-22 20:15:49.671000,Off,Tag not found,0,0,-944.664245605
2012-07-22 20:16:49.671000,Off,Tag not found,0,0,-944.675842285
2012-07-22 20:17:49.671000,Off,Tag not found,0,0,-944.687438965
2012-07-22 20:18:49.671000,Off,Tag not found,0,0,-944.699035645
2012-07-22 20:19:49.671000,Off,Tag not found,0,0,-944.710693359
2012-07-22 20:20:49.671000,Off,Tag not found,0,0,-944.722290039
2012-07-22 20:21:49.671000,Off,Tag not found,0,0,-944.733886719
2012-07-22 20:22:49.671000,Off,Tag not found,0,0,-944.745483398
2012-07-22 20:23:49.671000,Off,Tag not found,0,0,-944.757080078
2012-07-22 20:24:49.671000,Off,Tag not found,0,0,-944.768676758
2012-07-22 20:25:49.671000,Off,Tag not found,0,0,-944.780273438
2012-07-22 20:26:49.671000,Off,Tag not found,0,0,-944.791870117
2012-07-22 20:27:49.671000,Off,Tag not found,0,0,-944.803466797
2012-07-22 20:28:49.671000,Off,Tag not found,0,0,-944.815063477
2012-07-22 20:29:49.671000,Off,Tag not found,0,0,-944.826721191
2012-07-22 20:30:49.671000,Off,Tag not found,0,0,-944.838317871
2012-07-22 20:31:49.671000,Off,Tag not found,0,0,-944.849914551
2012-07-22 20:32:49.671000,Off,Tag not found,0,0,-944.86151123
2012-07-22 20:33:49.671000,Off,Tag not found,0,0,-944.87310791
2012-07-22 20:34:49.671000,Off,Tag not found,0,0,-944.88470459
2012-07-22 20:35:49.671000,Off,Tag not found,0,0,-944.89630127
2012-07-22 20:36:49.671000,Off,Tag not found,0,0,-944.907897949
2012-07-22 20:37:49.671000,Off,Tag not found,0,0,-944.919494629
2012-07-22 20:38:49.671000,Off,Tag not found,0,0,-944.931091309
2012-07-22 20:39:49.671000,Off,Tag not found,0,0,-944.942749023
2012-07-22 20:40:49.671000,Off,Tag not found,0,0,-944.954345703
2012-07-22 20:41:49.671000,Off,Tag not found,0,0,-944.965942383
2012-07-22 20:42:49.671000,Off,Tag not found,0,0,-944.977539062
2012-07-22 20:43:49.671000,Off,Tag not found,0,0,-944.989135742
2012-07-22 20:44:49.671000,Off,Tag not found,0,0,-945.000732422
2012-07-22 20:45:49.671000,Off,Tag not found,0,0,-945.012329102
2012-07-22 20:46:49.671000,Off,Tag not found,0,0,-945.023925781
2012-07-22 20:47:49.671000,Off,Tag not found,0,0,-945.035522461
2012-07-22 20:48:49.671000,Off,Tag not found,0,0,-945.047119141
2012-07-22 20:49:49.671000,Off,Tag not found,0,0,-945.058776855
2012-07-22 20:50:49.671000,Off,Tag not found,0,0,-945.070373535
2012-07-22 20:51:49.671000,Off,Tag not found,0,0,-945.081970215
2012-07-22 20:52:49.671000,Off,Tag not found,0,0,-945.093566895
2012-07-22 20:53:49.671000,Off,Tag not found,0,0,-945.105163574
2012-07-22 20:54:49.671000,Off,Tag not found,0,0,-945.116760254
2012-07-22 20:55:49.671000,Off,Tag not found,0,0,-945.128356934
2012-07-22 20:56:49.671000,Off,Tag not found,0,0,-945.139953613
2012-07-22 20:57:49.671000,Off,Tag not found,0,0,-945.151550293
2012-07-22 20:58:49.671000,Off,Tag not found,0,0,-945.163208008
2012-07-22 20:59:49.671000,Off,Tag not found,0,0,-945.174804688
2012-07-22 21:00:49.671000,Off,Tag not found,0,0,-945.186401367
2012-07-22 21:01:49.671000,Off,Tag not found,0,0,-945.197998047
2012-07-22 21:02:49.671000,Off,Tag not found,0,0,-945.209594727
2012-07-22 21:03:49.671000,Off,Tag not found,0,0,-945.221191406
2012-07-22 21:04:49.671000,Off,Tag not found,0,0,-945.232788086
2012-07-22 21:05:49.671000,Off,Tag not found,0,0,-945.244384766
2012-07-22 21:06:49.671000,Off,Tag not found,0,0,-945.255981445
2012-07-22 21:07:49.671000,Off,Tag not found,0,0,-945.267578125
2012-07-22 21:08:49.671000,Off,Tag not found,0,0,-945.27923584
2012-07-22 21:09:49.671000,Off,Tag not found,0,0,-945.29083252
2012-07-22 21:10:49.671000,Off,Tag not found,0,0,-945.302429199
2012-07-22 21:11:49.671000,Off,Tag not found,0,0,-945.314025879
2012-07-22 21:12:49.671000,Off,Tag not found,0,0,-945.325622559
2012-07-22 21:13:49.671000,Off,Tag not found,0,0,-945.337219238
2012-07-22 21:14:49.671000,Off,Tag not found,0,0,-945.348815918
2012-07-22 21:15:49.671000,Off,Tag not found,0,0,-945.360412598
2012-07-22 21:16:49.671000,Off,Tag not found,0,0,-945.372009277
2012-07-22 21:17:49.671000,Off,Tag not found,0,0,-945.383605957
2012-07-22 21:18:49.671000,Off,Tag not found,0,0,-945.395263672
2012-07-22 21:19:49.671000,Off,Tag not found,0,0,-945.406860352
2012-07-22 21:20:49.671000,Off,Tag not found,0,0,-945.418457031
2012-07-22 21:21:49.671000,Off,Tag not found,0,0,-945.430053711
2012-07-22 21:22:49.671000,Off,Tag not found,0,0,-945.441650391
2012-07-22 21:23:49.671000,Off,Tag not found,0,0,-945.45324707
2012-07-22 21:24:49.671000,Off,Tag not found,0,0,-945.46484375
2012-07-22 21:25:49.671000,Off,Tag not found,0,0,-945.47644043
2012-07-22 21:26:49.671000,Off,Tag not found,0,0,-945.488037109
2012-07-22 21:27:49.671000,Off,Tag not found,0,0,-945.499633789
2012-07-22 21:28:49.671000,Off,Tag not found,0,0,-945.511291504
2012-07-22 21:29:49.671000,Off,Tag not found,0,0,-945.522888184
2012-07-22 21:30:49.671000,Off,Tag not found,0,0,-945.534484863
2012-07-22 21:31:49.671000,Off,Tag not found,0,0,-945.546081543
2012-07-22 21:32:49.671000,Off,Tag not found,0,0,-945.557678223
2012-07-22 21:33:49.671000,Off,Tag not found,0,0,-945.569274902
2012-07-22 21:34:49.671000,Off,Tag not found,0,0,-945.580871582
2012-07-22 21:35:49.671000,Off,Tag not found,0,0,-945.592468262
2012-07-22 21:36:49.671000,Off,Tag not found,0,0,-945.604064941
2012-07-22 21:37:49.671000,Off,Tag not found,0,0,-945.615661621
2012-07-22 21:38:49.671000,Off,Tag not found,0,0,-945.627319336
2012-07-22 21:39:49.671000,Off,Tag not found,0,0,-945.638916016
2012-07-22 21:40:49.671000,Off,Tag not found,0,0,-945.650512695
2012-07-22 21:41:49.671000,Off,Tag not found,0,0,-945.662109375
2012-07-22 21:42:49.671000,Off,Tag not found,0,0,-945.673706055
2012-07-22 21:43:49.671000,Off,Tag not found,0,0,-945.685302734
2012-07-22 21:44:49.671000,Off,Tag not found,0,0,-945.696899414
2012-07-22 21:45:49.671000,Off,Tag not found,0,0,-945.708496094
2012-07-22 21:46:49.671000,Off,Tag not found,0,0,-945.720092773
2012-07-22 21:47:49.671000,Off,Tag not found,0,0,-945.731689453
2012-07-22 21:48:49.671000,Off,Tag not found,0,0,-945.743347168
2012-07-22 21:49:49.671000,Off,Tag not found,0,0,-945.754943848
2012-07-22 21:50:49.671000,Off,Tag not found,0,0,-945.766540527
2012-07-22 21:51:49.671000,Off,Tag not found,0,0,-945.778137207
2012-07-22 21:52:49.671000,Off,Tag not found,0,0,-945.789733887
2012-07-22 21:53:49.671000,Off,Tag not found,0,0,-945.801330566
2012-07-22 21:54:49.671000,Off,Tag not found,0,0,-945.812927246
2012-07-22 21:55:49.671000,Off,Tag not found,0,0,-945.824523926
2012-07-22 21:56:49.671000,Off,Tag not found,0,0,-945.836120605
2012-07-22 21:57:49.671000,Off,Tag not found,0,0,-945.847717285
2012-07-22 21:58:49.671000,Off,Tag not found,0,0,-945.859375
2012-07-22 21:59:49.671000,Off,Tag not found,0,0,-945.87097168
2012-07-22 22:00:49.671000,Off,Tag not found,0,0,-945.882568359
2012-07-22 22:01:49.671000,Off,Tag not found,0,0,-945.894165039
2012-07-22 22:02:49.671000,Off,Tag not found,0,0,-945.905761719
2012-07-22 22:03:49.671000,Off,Tag not found,0,0,-945.917358398
2012-07-22 22:04:49.671000,Off,Tag not found,0,0,-945.928955078
2012-07-22 22:05:49.671000,Off,Tag not found,0,0,-945.940551758
2012-07-22 22:06:49.671000,Off,Tag not found,0,0,-945.952148438
2012-07-22 22:07:49.671000,Off,Tag not found,0,0,-945.963745117
2012-07-22 22:08:49.671000,Off,Tag not found,0,0,-945.975402832
2012-07-22 22:09:49.671000,Off,Tag not found,0,0,-945.986999512
2012-07-22 22:10:49.671000,Off,Tag not found,0,0,-945.998596191
2012-07-22 22:11:49.671000,Off,Tag not found,0,0,-946.010192871
2012-07-22 22:12:49.671000,Off,Tag not found,0,0,-946.021789551
2012-07-22 22:13:49.671000,Off,Tag not found,0,0,-946.03338623
2012-07-22 22:14:49.671000,Off,Tag not found,0,0,-946.04498291
2012-07-22 22:15:49.671000,Off,Tag not found,0,0,-946.05657959
2012-07-22 22:16:49.671000,Off,Tag not found,0,0,-946.06817627
2012-07-22 22:17:49.671000,Off,Tag not found,0,0,-946.079772949
2012-07-22 22:18:49.671000,Off,Tag not found,0,0,-946.091430664
2012-07-22 22:19:49.671000,Off,Tag not found,0,0,-946.103027344
2012-07-22 22:20:49.671000,Off,Tag not found,0,0,-946.114624023
2012-07-22 22:21:49.671000,Off,Tag not found,0,0,-946.126220703
2012-07-22 22:22:49.671000,Off,Tag not found,0,0,-946.137817383
2012-07-22 22:23:49.671000,Off,Tag not found,0,0,-946.149414062
2012-07-22 22:24:49.671000,Off,Tag not found,0,0,-946.161010742
2012-07-22 22:25:49.671000,Off,Tag not found,0,0,-946.172607422
2012-07-22 22:26:49.671000,Off,Tag not found,0,0,-946.184204102
2012-07-22 22:27:49.671000,Off,Tag not found,0,0,-946.195861816
2012-07-22 22:28:49.671000,Off,Tag not found,0,0,-946.207458496
2012-07-22 22:29:49.671000,Off,Tag not found,0,0,-946.219055176
2012-07-22 22:30:49.671000,Off,Tag not found,0,0,-946.230651855
2012-07-22 22:31:49.671000,Off,Tag not found,0,0,-946.242248535
2012-07-22 22:32:49.671000,Off,Tag not found,0,0,-946.253845215
2012-07-22 22:33:49.671000,Off,Tag not found,0,0,-946.265441895
2012-07-22 22:34:49.671000,Off,Tag not found,0,0,-946.277038574
2012-07-22 22:35:49.671000,Off,Tag not found,0,0,-946.288635254
2012-07-22 22:36:49.671000,Off,Tag not found,0,0,-946.300231934
2012-07-22 22:37:49.671000,Off,Tag not found,0,0,-946.311889648
2012-07-22 22:38:49.671000,Off,Tag not found,0,0,-946.323486328
2012-07-22 22:39:49.671000,Off,Tag not found,0,0,-946.335083008
2012-07-22 22:40:49.671000,Off,Tag not found,0,0,-946.346679688
2012-07-22 22:41:49.671000,Off,Tag not found,0,0,-946.358276367
2012-07-22 22:42:49.671000,Off,Tag not found,0,0,-946.369873047
2012-07-22 22:43:49.671000,Off,Tag not found,0,0,-946.381469727
2012-07-22 22:44:49.671000,Off,Tag not found,0,0,-946.393066406
2012-07-22 22:45:49.671000,Off,Tag not found,0,0,-946.404663086
2012-07-22 22:46:49.671000,Off,Tag not found,0,0,-946.416259766
2012-07-22 22:47:49.671000,Off,Tag not found,0,0,-946.42791748
2012-07-22 22:48:49.671000,Off,Tag not found,0,0,-946.43951416
2012-07-22 22:49:49.671000,Off,Tag not found,0,0,-946.45111084
2012-07-22 22:50:49.671000,Off,Tag not found,0,0,-946.46270752
2012-07-22 22:51:49.671000,Off,Tag not found,0,0,-946.474304199
2012-07-22 22:52:49.671000,Off,Tag not found,0,0,-946.485900879
2012-07-22 22:53:49.671000,Off,Tag not found,0,0,-946.497497559
2012-07-22 22:54:49.671000,Off,Tag not found,0,0,-946.509094238
2012-07-22 22:55:49.671000,Off,Tag not found,0,0,-946.520690918
2012-07-22 22:56:49.671000,Off,Tag not found,0,0,-946.532287598
2012-07-22 22:57:49.671000,Off,Tag not found,0,0,-946.543945312
2012-07-22 22:58:49.671000,Off,Tag not found,0,0,-946.555541992
2012-07-22 22:59:49.671000,Off,Tag not found,0,0,-946.567138672
2012-07-22 23:00:49.671000,Off,Tag not found,0,0,-946.578735352
2012-07-22 23:01:49.671000,Off,Tag not found,0,0,-946.590332031
2012-07-22 23:02:49.671000,Off,Tag not found,0,0,-946.601928711
2012-07-22 23:03:49.671000,Off,Tag not found,0,0,-946.613525391
2012-07-22 23:04:49.671000,Off,Tag not found,0,0,-946.62512207
2012-07-22 23:05:49.671000,Off,Tag not found,0,0,-946.63671875
2012-07-22 23:06:49.671000,Off,Tag not found,0,0,-946.64831543
2012-07-22 23:07:49.671000,Off,Tag not found,0,0,-946.659973145
2012-07-22 23:08:49.671000,Off,Tag not found,0,0,-946.671569824
2012-07-22 23:09:49.671000,Off,Tag not found,0,0,-946.683166504
2012-07-22 23:10:49.671000,Off,Tag not found,0,0,-946.694763184
2012-07-22 23:11:49.671000,Off,Tag not found,0,0,-946.706359863
2012-07-22 23:12:49.671000,Off,Tag not found,0,0,-946.717956543
2012-07-22 23:13:49.671000,Off,Tag not found,0,0,-946.729553223
2012-07-22 23:14:49.671000,Off,Tag not found,0,0,-946.741149902
2012-07-22 23:15:49.671000,Off,Tag not found,0,0,-946.752746582
2012-07-22 23:16:49.671000,Off,Tag not found,0,0,-946.764343262
2012-07-22 23:17:49.671000,Off,Tag not found,0,0,-946.776000977
2012-07-22 23:18:49.671000,Off,Tag not found,0,0,-946.787597656
2012-07-22 23:19:49.671000,Off,Tag not found,0,0,-946.799194336
2012-07-22 23:20:49.671000,Off,Tag not found,0,0,-946.810791016
2012-07-22 23:21:49.671000,Off,Tag not found,0,0,-946.822387695
2012-07-22 23:22:49.671000,Off,Tag not found,0,0,-946.833984375
2012-07-22 23:23:49.671000,Off,Tag not found,0,0,-946.845581055
2012-07-22 23:24:49.671000,Off,Tag not found,0,0,-946.857177734
2012-07-22 23:25:49.671000,Off,Tag not found,0,0,-946.868774414
2012-07-22 23:26:49.671000,Off,Tag not found,0,0,-946.880371094
2012-07-22 23:27:49.671000,Off,Tag not found,0,0,-946.892028809
2012-07-22 23:28:49.671000,Off,Tag not found,0,0,-946.903625488
2012-07-22 23:29:49.671000,Off,Tag not found,0,0,-946.915222168
2012-07-22 23:30:49.671000,Off,Tag not found,0,0,-946.926818848
2012-07-22 23:31:49.671000,Off,Tag not found,0,0,-946.938415527
2012-07-22 23:32:49.671000,Off,Tag not found,0,0,-946.950012207
2012-07-22 23:33:49.671000,Off,Tag not found,0,0,-946.961608887
2012-07-22 23:34:49.671000,Off,Tag not found,0,0,-946.973205566
2012-07-22 23:35:49.671000,Off,Tag not found,0,0,-946.984802246
2012-07-22 23:36:49.671000,Off,Tag not found,0,0,-946.996276855
2012-07-22 23:37:49.671000,Off,Tag not found,0,0,-947.00769043
2012-07-22 23:38:49.671000,Off,Tag not found,0,0,-947.019042969
2012-07-22 23:39:49.671000,Off,Tag not found,0,0,-947.030456543
2012-07-22 23:40:49.671000,Off,Tag not found,0,0,-947.041870117
2012-07-22 23:41:49.671000,Off,Tag not found,0,0,-947.053283691
2012-07-22 23:42:49.671000,Off,Tag not found,0,0,-947.06463623
2012-07-22 23:43:49.671000,Off,Tag not found,0,0,-947.076049805
2012-07-22 23:44:49.671000,Off,Tag not found,0,0,-947.087463379
2012-07-22 23:45:49.671000,Off,Tag not found,0,0,-947.098815918
2012-07-22 23:46:49.671000,Off,Tag not found,0,0,-947.110229492
2012-07-22 23:47:49.671000,Off,Tag not found,0,0,-947.121643066
2012-07-22 23:48:49.671000,Off,Tag not found,0,0,-947.133056641
2012-07-22 23:49:49.671000,Off,Tag not found,0,0,-947.14440918
2012-07-22 23:50:49.671000,Off,Tag not found,0,0,-947.155822754
2012-07-22 23:51:49.671000,Off,Tag not found,0,0,-947.167236328
2012-07-22 23:52:49.671000,Off,Tag not found,0,0,-947.178649902
2012-07-22 23:53:49.671000,Off,Tag not found,0,0,-947.190002441
2012-07-22 23:54:49.671000,Off,Tag not found,0,0,-947.201416016
2012-07-22 23:55:49.671000,Off,Tag not found,0,0,-947.21282959
2012-07-22 23:56:49.671000,Off,Tag not found,0,0,-947.224182129
2012-07-22 23:57:49.671000,Off,Tag not found,0,0,-947.235595703
2012-07-22 23:58:49.671000,Off,Tag not found,0,0,-947.247009277
2012-07-22 23:59:49.671000,Off,Tag not found,0,0,-947.258422852
2012-07-23 00:00:49.671000,Off,Tag not found,0,0,-947.269775391
2012-07-23 00:01:49.671000,Off,Tag not found,0,0,-947.281188965
2012-07-23 00:02:49.671000,Off,Tag not found,0,0,-947.292602539
2012-07-23 00:03:49.671000,Off,Tag not found,0,0,-947.304016113
2012-07-23 00:04:49.671000,Off,Tag not found,0,0,-947.315368652
2012-07-23 00:05:49.671000,Off,Tag not found,0,0,-947.326782227
2012-07-23 00:06:49.671000,Off,Tag not found,0,0,-947.338195801
2012-07-23 00:07:49.671000,Off,Tag not found,0,0,-947.34954834
2012-07-23 00:08:49.671000,Off,Tag not found,0,0,-947.360961914
2012-07-23 00:09:49.671000,Off,Tag not found,0,0,-947.372375488
2012-07-23 00:10:49.671000,Off,Tag not found,0,0,-947.383789062
2012-07-23 00:11:49.671000,Off,Tag not found,0,0,-947.395141602
2012-07-23 00:12:49.671000,Off,Tag not found,0,0,-947.406555176
2012-07-23 00:13:49.671000,Off,Tag not found,0,0,-947.41796875
2012-07-23 00:14:49.671000,Off,Tag not found,0,0,-947.429382324
2012-07-23 00:15:49.671000,Off,Tag not found,0,0,-947.440734863
2012-07-23 00:16:49.671000,Off,Tag not found,0,0,-947.452148438
2012-07-23 00:17:49.671000,Off,Tag not found,0,0,-947.463562012
2012-07-23 00:18:49.671000,Off,Tag not found,0,0,-947.474914551
2012-07-23 00:19:49.671000,Off,Tag not found,0,0,-947.486328125
2012-07-23 00:20:49.671000,Off,Tag not found,0,0,-947.497741699
2012-07-23 00:21:49.671000,Off,Tag not found,0,0,-947.509155273
2012-07-23 00:22:49.671000,Off,Tag not found,0,0,-947.520507812
2012-07-23 00:23:49.671000,Off,Tag not found,0,0,-947.531921387
2012-07-23 00:24:49.671000,Off,Tag not found,0,0,-947.543334961
2012-07-23 00:25:49.671000,Off,Tag not found,0,0,-947.554748535
2012-07-23 00:26:49.671000,Off,Tag not found,0,0,-947.566101074
2012-07-23 00:27:49.671000,Off,Tag not found,0,0,-947.577514648
2012-07-23 00:28:49.671000,Off,Tag not found,0,0,-947.588928223
2012-07-23 00:29:49.671000,Off,Tag not found,0,0,-947.600280762
2012-07-23 00:30:49.671000,Off,Tag not found,0,0,-947.611694336
2012-07-23 00:31:49.671000,Off,Tag not found,0,0,-947.62310791
2012-07-23 00:32:49.671000,Off,Tag not found,0,0,-947.634521484
2012-07-23 00:33:49.671000,Off,Tag not found,0,0,-947.645874023
2012-07-23 00:34:49.671000,Off,Tag not found,0,0,-947.657287598
2012-07-23 00:35:49.671000,Off,Tag not found,0,0,-947.668701172
2012-07-23 00:36:49.671000,Off,Tag not found,0,0,-947.680114746
2012-07-23 00:37:49.671000,Off,Tag not found,0,0,-947.691467285
2012-07-23 00:38:49.671000,Off,Tag not found,0,0,-947.702880859
2012-07-23 00:39:49.671000,Off,Tag not found,0,0,-947.714294434
2012-07-23 00:40:49.671000,Off,Tag not found,0,0,-947.725646973
2012-07-23 00:41:49.671000,Off,Tag not found,0,0,-947.737060547
2012-07-23 00:42:49.671000,Off,Tag not found,0,0,-947.748474121
